SourcePath,SourceGuid,DependencyPath,DependencyGuid,Relation,Ownership
"Assets/Config/Formal/Abilities/Aatrox/AatroxR.asset","ddf98aa7c50788945a38d851c9ac8b87","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/Aatrox/AatroxW.asset","3eee2ff2bb53ee740aa5a12e3f48e95e","Assets/Art/Icon/Ability/Aatrox/AatroxW.png","804f3e1b015d3c445af822036f4058ba","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/Aatrox/AatroxW.asset","3eee2ff2bb53ee740aa5a12e3f48e95e","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Aatrox/AatroxE.png","237800e8fddf3e54bb1bf43e3e96ff5b","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Aatrox/AatroxQ1.png","e894b675c21081c48870a9a7933c7439","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Aatrox/AatroxQ2.png","00e9e3466d875504dacc31d33410c22a","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Aatrox/AatroxQ3.png","6b760e2beac14724da8a55d9ff3ecd64","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Aatrox/AatroxR.png","530bdb7b178dc224e98d3a27461805f2","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Aatrox/AatroxW.png","804f3e1b015d3c445af822036f4058ba","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Aatrox/Aatrox_Passive.png","35a40a65df8df004eb47015ccda2a0c2","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Varus/韦鲁斯E.png","0d1ee503e046e064790a584b400c97e2","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Varus/韦鲁斯Q_未蓄力.png","6118bc6bfec0b614594d040f5541d5bd","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Varus/韦鲁斯Q_蓄力中.png","4fadc3515107f0e4e979a26aeaa8e7b7","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Varus/韦鲁斯R.png","780063d3e4c43d144951a3e1a5cd50f8","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Varus/韦鲁斯W_未激活.png","dbf61c3eedeecfa41adf5571348e67a1","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Varus/韦鲁斯W_激活中.png","b7596755b9731874abd6b653cbfdec07","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Art/Icon/Ability/Varus/韦鲁斯被动.png","f6b922f5d10cb3741a50fbfd1dc7bddf","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/Aatrox/AatroxE.asset","8e8be4ed5eedca54e985f6627921f2fa","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/Aatrox/AatroxFixedPassive.asset","f15496fe2a0e113408522ca662ce1684","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/Aatrox/AatroxQ.asset","068666dd3d20a5f489558bcc4a192c7e","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/Aatrox/AatroxR.asset","ddf98aa7c50788945a38d851c9ac8b87","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/Aatrox/AatroxW.asset","3eee2ff2bb53ee740aa5a12e3f48e95e","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/VarusE.asset","83ba0131923d35144bae77d6654b9c35","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/VarusFixedPassive.asset","91eaffc7874ccd141add968c10da300a","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/VarusQ.asset","1d39b6fcb4a6c3a4d93f531a7d71e0df","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/VarusR.asset","b4215bedc8e28eb418a072e305076585","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Config/Formal/Abilities/VarusW.asset","cebff4eed8f123e489b437871eeb891a","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Transitive","EditorOrCode",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Scripts/Gameplay/Ability/AbilityRuntimeCatalogAsset.cs","5dd9fe71164fdd74d8c227b087003d1a","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/FormalHeroAbilityRuntimeCatalog.asset","2d09d9a5b5be5294894114be7603b54a","Assets/Scripts/Gameplay/Ability/FixedPassiveDefinitionAsset.cs","60509f831563fe34eb5e0fa5db121c3c","Transitive","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusAbilityLoadout.asset","71946883abc6c8a47bdcc5c3a61b356c","Assets/Scripts/Gameplay/Ability/AbilityLoadoutAsset.cs","d777bfd7214aa684283d480f804d60ed","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Art/Icon/Ability/Varus/韦鲁斯E.png","0d1ee503e046e064790a584b400c97e2","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Art/Icon/Ability/Varus/韦鲁斯Q_未蓄力.png","6118bc6bfec0b614594d040f5541d5bd","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Art/Icon/Ability/Varus/韦鲁斯Q_蓄力中.png","4fadc3515107f0e4e979a26aeaa8e7b7","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Art/Icon/Ability/Varus/韦鲁斯R.png","780063d3e4c43d144951a3e1a5cd50f8","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Art/Icon/Ability/Varus/韦鲁斯W_未激活.png","dbf61c3eedeecfa41adf5571348e67a1","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Art/Icon/Ability/Varus/韦鲁斯W_激活中.png","b7596755b9731874abd6b653cbfdec07","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Art/Icon/Ability/Varus/韦鲁斯被动.png","f6b922f5d10cb3741a50fbfd1dc7bddf","Transitive","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Config/Formal/Abilities/VarusE.asset","83ba0131923d35144bae77d6654b9c35","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Config/Formal/Abilities/VarusFixedPassive.asset","91eaffc7874ccd141add968c10da300a","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Config/Formal/Abilities/VarusQ.asset","1d39b6fcb4a6c3a4d93f531a7d71e0df","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Config/Formal/Abilities/VarusR.asset","b4215bedc8e28eb418a072e305076585","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Config/Formal/Abilities/VarusW.asset","cebff4eed8f123e489b437871eeb891a","Direct","SharedConfig",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Transitive","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Scripts/Gameplay/Ability/AbilityRuntimeCatalogAsset.cs","5dd9fe71164fdd74d8c227b087003d1a","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusAbilityRuntimeCatalog.asset","e09025f013ae7a8449335c6356fee5fb","Assets/Scripts/Gameplay/Ability/FixedPassiveDefinitionAsset.cs","60509f831563fe34eb5e0fa5db121c3c","Transitive","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusE.asset","83ba0131923d35144bae77d6654b9c35","Assets/Art/Icon/Ability/Varus/韦鲁斯E.png","0d1ee503e046e064790a584b400c97e2","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusE.asset","83ba0131923d35144bae77d6654b9c35","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusFixedPassive.asset","91eaffc7874ccd141add968c10da300a","Assets/Art/Icon/Ability/Varus/韦鲁斯被动.png","f6b922f5d10cb3741a50fbfd1dc7bddf","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusFixedPassive.asset","91eaffc7874ccd141add968c10da300a","Assets/Scripts/Gameplay/Ability/FixedPassiveDefinitionAsset.cs","60509f831563fe34eb5e0fa5db121c3c","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusQ.asset","1d39b6fcb4a6c3a4d93f531a7d71e0df","Assets/Art/Icon/Ability/Varus/韦鲁斯Q_未蓄力.png","6118bc6bfec0b614594d040f5541d5bd","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusQ.asset","1d39b6fcb4a6c3a4d93f531a7d71e0df","Assets/Art/Icon/Ability/Varus/韦鲁斯Q_蓄力中.png","4fadc3515107f0e4e979a26aeaa8e7b7","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusQ.asset","1d39b6fcb4a6c3a4d93f531a7d71e0df","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusR.asset","b4215bedc8e28eb418a072e305076585","Assets/Art/Icon/Ability/Varus/韦鲁斯R.png","780063d3e4c43d144951a3e1a5cd50f8","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusR.asset","b4215bedc8e28eb418a072e305076585","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Direct","EditorOrCode",
"Assets/Config/Formal/Abilities/VarusW.asset","cebff4eed8f123e489b437871eeb891a","Assets/Art/Icon/Ability/Varus/韦鲁斯W_未激活.png","dbf61c3eedeecfa41adf5571348e67a1","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusW.asset","cebff4eed8f123e489b437871eeb891a","Assets/Art/Icon/Ability/Varus/韦鲁斯W_激活中.png","b7596755b9731874abd6b653cbfdec07","Direct","ClientPresentation",
"Assets/Config/Formal/Abilities/VarusW.asset","cebff4eed8f123e489b437871eeb891a","Assets/Scripts/Gameplay/Ability/AbilityAsset.cs","c1ffb938a26d10b46b88354c8e8aeb8a","Direct","EditorOrCode",
"Assets/Config/Formal/Animation/AatroxAnimationProfile.asset","eaec47e1763f63a45809fd1c3d29ca8e","Assets/Scripts/Gameplay/Presentation/UnitAnimationProfile.cs","7112a06ac3587ca46ba2dbfa5b35902b","Direct","EditorOrCode",
"Assets/Config/Formal/Animation/CasterBlue.controller","793b6c33ccfc57a46be4ac1600b67f32","Assets/Resources/Animation/Minion/Blue/CasterMinion_Attack.anim","c3935cbe8b1fe8e4fbe3f6c4b1a6e0d4","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/CasterBlue.controller","793b6c33ccfc57a46be4ac1600b67f32","Assets/Resources/Animation/Minion/Blue/CasterMinion_Death.anim","2fb47ec91b9d29a4c884fc942847e266","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/CasterBlue.controller","793b6c33ccfc57a46be4ac1600b67f32","Assets/Resources/Animation/Minion/Blue/CasterMinion_Idle.anim","f2693f32fca6fed4494c5fe1d7c73140","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/CasterBlue.controller","793b6c33ccfc57a46be4ac1600b67f32","Assets/Resources/Animation/Minion/Blue/CasterMinion_Walk.anim","03af889a600a66947869e83181c5643f","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/CasterRed.controller","9e720db7282df5a4c9f4a58d73fb6e96","Assets/Resources/Animation/Minion/Red/CasterMinion_Attack.anim","70ca89583698d3d44901555f595528d1","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/CasterRed.controller","9e720db7282df5a4c9f4a58d73fb6e96","Assets/Resources/Animation/Minion/Red/CasterMinion_Death.anim","2b85ea4cf35a5834f9a36a4596e813df","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/CasterRed.controller","9e720db7282df5a4c9f4a58d73fb6e96","Assets/Resources/Animation/Minion/Red/CasterMinion_Idle.anim","51d8c0867d1ea8b4aaf146310afd9f02","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/CasterRed.controller","9e720db7282df5a4c9f4a58d73fb6e96","Assets/Resources/Animation/Minion/Red/CasterMinion_Walk.anim","be899e3fb2a2dd341849032392f2957b","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeBlue.controller","625352f2e73df0c4982f6a5367c1d5c6","Assets/Resources/Animation/Minion/Blue/MeleeMinion_Attack.anim","220dd8ba7c6b7e646b4b1946c3d52ef8","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeBlue.controller","625352f2e73df0c4982f6a5367c1d5c6","Assets/Resources/Animation/Minion/Blue/MeleeMinion_Death.anim","62db727fa22d87a429e57c1e313cc344","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeBlue.controller","625352f2e73df0c4982f6a5367c1d5c6","Assets/Resources/Animation/Minion/Blue/MeleeMinion_Idle.anim","a3ad0c6a5ae3fd44ab340554970e0541","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeBlue.controller","625352f2e73df0c4982f6a5367c1d5c6","Assets/Resources/Animation/Minion/Blue/MeleeMinion_Walk.anim","a3b04fd15585d31409197d63cca03ebd","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeRed.controller","1e22e6272edcbb94a8f92628a64f566a","Assets/Resources/Animation/Minion/Red/MeleeMinion_Attack.anim","eb76ad0103f3efe4a8c7f104b18ba3b7","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeRed.controller","1e22e6272edcbb94a8f92628a64f566a","Assets/Resources/Animation/Minion/Red/MeleeMinion_Death.anim","667dcc2faad23a74a9a5f72f53e0ac1d","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeRed.controller","1e22e6272edcbb94a8f92628a64f566a","Assets/Resources/Animation/Minion/Red/MeleeMinion_Idle.anim","abc3ff4c728c48549a0cfb041d28afe1","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/MeleeRed.controller","1e22e6272edcbb94a8f92628a64f566a","Assets/Resources/Animation/Minion/Red/MeleeMinion_Walk.anim","a305521f5a779cb4ea289e5582eb2e2a","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/TestUnitAnimationProfile.asset","3592d1e3449411743befb9d5763bcfe9","Assets/Scripts/Gameplay/Presentation/UnitAnimationProfile.cs","7112a06ac3587ca46ba2dbfa5b35902b","Direct","EditorOrCode",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusAttack1.anim","0cf85d26f59eb7746bdb4a51a69a0f50","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusAttack2.anim","23935cc971facab4480e1da8e5edbd92","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusDeath.anim","91911fca58c97c249bc80badbe09f4a5","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusIdle.anim","276c23e01035d5e4ea228102f7966744","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusSpellE.anim","04a1600959a5a814d9dc7ffcf689abd9","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusSpellQChanneling_Walk.anim","5f316e4f42754a54c91a85a08f1c2109","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusSpellQ_ChannelingIdle.anim","0be8f0f20ceb7154683d8e7153807b32","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusSpellQ_Fire.anim","59c9f8e0dcb3b8f4da24bd657198556e","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusSpellR.anim","67ff9cd0d01dd0b47a0255bc14ee0ca1","Direct","ClientPresentation",
"Assets/Config/Formal/Animation/Varus.controller","44660058be562344494669a80981d4b3","Assets/Resources/Animation/Varus/VarusWalk.anim","53277acafa583bd42903fd3e03109128","Direct","ClientPresentation",
"Assets/Config/Formal/AudioLibrary.asset","f9f9cef3e3515764dbdd11ff11b7bb07","Assets/Art/Sound/韦鲁斯攻击生效音效.mp3","cacda20d948fd6a4cafaf8ff19b1e0f0","Direct","ClientPresentation",
"Assets/Config/Formal/AudioLibrary.asset","f9f9cef3e3515764dbdd11ff11b7bb07","Assets/Scripts/FrameSync/AudioLibrary.cs","9979f210757b1a5439c16592353e7d4c","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Aatrox/AatroxWSlow.asset","bc9ddf41975c4fd43b94ac1d50aea8fb","Assets/Art/Icon/Ability/Aatrox/AatroxW.png","804f3e1b015d3c445af822036f4058ba","Direct","ClientPresentation",
"Assets/Config/Formal/Buffs/Aatrox/AatroxWSlow.asset","bc9ddf41975c4fd43b94ac1d50aea8fb","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Aatrox/AatroxWTether.asset","025674ac71275a3408a799cac0f81c7d","Assets/Art/Icon/Ability/Aatrox/AatroxW.png","804f3e1b015d3c445af822036f4058ba","Direct","ClientPresentation",
"Assets/Config/Formal/Buffs/Aatrox/AatroxWTether.asset","025674ac71275a3408a799cac0f81c7d","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Aatrox/AatroxWorldEnder.asset","6ef1141b9f9607944a9d8cbb2005cc92","Assets/Art/Icon/Ability/Aatrox/AatroxR.png","530bdb7b178dc224e98d3a27461805f2","Direct","ClientPresentation",
"Assets/Config/Formal/Buffs/Aatrox/AatroxWorldEnder.asset","6ef1141b9f9607944a9d8cbb2005cc92","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Aatrox/Buff_DeathbringerStance.asset","957ad9105d62de54c86417d44c4f77ac","Assets/Art/Icon/Ability/Aatrox/Aatrox_Passive.png","35a40a65df8df004eb47015ccda2a0c2","Direct","ClientPresentation",
"Assets/Config/Formal/Buffs/Aatrox/Buff_DeathbringerStance.asset","957ad9105d62de54c86417d44c4f77ac","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/BlightBuffDefinition.asset","f23a48fe70f8d504c9fb8a98cb94f1b7","Assets/Art/Icon/Buff/韦鲁斯_枯萎.png","50137e36b1e92454db3e2534e676b03b","Direct","ClientPresentation",
"Assets/Config/Formal/Buffs/BlightBuffDefinition.asset","f23a48fe70f8d504c9fb8a98cb94f1b7","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Buff_CorruptionVines.asset","22e8c11e1690f0442b121fa5d011d20c","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Buff_DesecratedGrievous.asset","bc4b667791827e546be7fb76eb88210c","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Buff_DesecratedSlow.asset","ebe0fff2c87b3ff4d8162d69df16bcf6","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Buff_MinionMuncher.asset","92d427a40267f5a4fb08cbc5e8f2e14b","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Buff_MinionPincushion.asset","3a972ade4ffc00f4887925b177e2fd2e","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Buff_RVineContactTimer.asset","40b3e80b30072784e85d556ded55b5f7","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
"Assets/Config/Formal/Buffs/Buff_RVineMarker.asset","3516da3ec2a493a499f55cbd6466846e","Assets/Scripts/Gameplay/Buff/BuffDefinition.cs","2fd190d0d50aa5847a974015e823714e","Direct","EditorOrCode",
